file_name,max,min,one_sigma1,one_sigma2,outlier_cnt_mean,div60,peak,tail,date,class,label_first,label_second,label_third,label_fourth,real_label,log_label,cam
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/102_bioref_120_2_cam3.tif,29.16726944444445,29.138002777777785,29.160015896845607,29.145056880932174,23,2.143027794753084,7916934,18.0,190508,1,0,,0.0,1.0,165.0,2.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/106_bioref_0_1_cam3.tif,30.364955555555557,30.27706388888889,30.348438444975447,30.30745748095049,18,18.351496158950585,3896177,54.0,190508,5,1,5.0,,,1650000.0,6.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/102_bioref_120_3_cam3.tif,29.199072222222235,29.173397222222214,29.194138241805106,29.183485554491195,23,2.136092402006172,7923565,17.0,190508,1,0,,0.0,1.0,165.0,2.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/105_bioref_240_1_cam3.tif,30.85469166666667,30.80198888888889,30.83555300953505,30.816069397872358,16,5.397817280864209,6801543,28.0,190508,4,1,4.0,,,165000.0,5.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/107_bioref_240_2_cam3.tif,31.81151944444445,31.530430555555554,31.744096201221126,31.619755280260343,21,229.56901268981466,1934124,145.0,190508,6,1,6.0,,,16500000.0,7.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/107_bioref_120_1_cam3.tif,31.77186666666667,31.54398333333333,31.70799396007865,31.613137151032447,15,171.28140799382768,1378019,163.0,190508,6,1,6.0,,,16500000.0,7.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/105_bioref_0_3_cam3.tif,33.152072222222216,33.08868888888889,33.1320723524853,33.10497181418136,19,4.668905375771604,6503045,25.0,190508,4,1,4.0,,,165000.0,5.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/104_bioref_0_1_cam3.tif,30.686802777777785,30.655816666666666,30.675319027948063,30.66254365723712,20,3.7050249297839546,7664834,20.0,190508,3,0,,1.0,,16500.0,4.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/107_bioref_0_1_cam3.tif,33.55779722222222,33.293755555555556,33.50169378847004,33.40907547078921,19,100.26730429475302,1610243,137.0,190508,6,1,6.0,,,16500000.0,7.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/104_bioref_240_3_cam3.tif,29.991588888888888,29.96455,29.986104692256326,29.97466410403997,21,2.2371176057098787,7824941,20.0,190508,3,0,,1.0,,16500.0,4.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/102_bioref_240_2_cam3.tif,27.470247222222234,27.44538333333333,27.462723014225197,27.451753652441468,19,1.849333239197528,8106497,20.0,190508,1,0,,0.0,1.0,165.0,2.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/105_bioref_120_3_cam3.tif,29.61959166666667,29.575675,29.60571643963922,29.588227634434862,20,4.805814969135807,6796520,30.0,190508,4,1,4.0,,,165000.0,5.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/103_bioref_240_3_cam3.tif,26.597558333333332,26.57128333333333,26.590675968176647,26.579452179971515,19,1.756496560185183,8184549,16.0,190508,2,0,,0.0,2.0,1650.0,3.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/101_bioref_0_2_cam3.tif,29.85001388888889,29.82707222222223,29.844186770861878,29.8345435069159,19,2.743370702932104,7915967,17.0,190508,0,0,,0.0,0.0,14.0,1.146128035678238,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/106_bioref_240_1_cam3.tif,27.84280833333333,27.76948333333333,27.82408551206554,27.789032358304834,20,25.148872027006174,4967224,44.0,190508,5,1,5.0,,,1650000.0,6.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/107_bioref_0_2_cam3.tif,33.79923888888889,33.55032222222222,33.695708709205576,33.60351851301664,18,106.20665877006162,1567264,141.0,190508,6,1,6.0,,,16500000.0,7.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/107_bioref_0_3_cam3.tif,33.823455555555554,33.57517777777777,33.75037331474021,33.65118316674128,19,113.99309748302471,1525863,151.0,190508,6,1,6.0,,,16500000.0,7.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/104_bioref_120_3_cam3.tif,30.363777777777766,30.344997222222233,30.358342841969943,30.349515583955988,21,2.2879065640432104,7747235,21.0,190508,3,0,,1.0,,16500.0,4.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/101_bioref_240_2_cam3.tif,32.525175,32.50009444444444,32.52091697367888,32.510677655950744,20,2.111935317901233,7721453,19.0,190508,0,0,,0.0,0.0,14.0,1.146128035678238,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/103_bioref_240_1_cam3.tif,26.589311111111112,26.554869444444453,26.582146869799512,26.569228963533824,19,1.7533528325617251,8192501,18.0,190508,2,0,,0.0,2.0,1650.0,3.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/101_bioref_0_1_cam3.tif,29.74361944444445,29.694255555555557,29.73405233672717,29.710975718828394,22,3.0082029390432066,7923917,19.0,190508,0,0,,0.0,0.0,14.0,1.146128035678238,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/105_bioref_240_2_cam3.tif,30.80686111111111,30.762463888888888,30.793886403431863,30.773717115086647,22,6.70884429166669,6456574,38.0,190508,4,1,4.0,,,165000.0,5.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/102_bioref_0_2_cam3.tif,30.240872222222233,30.173602777777766,30.22886293103447,30.19072206896553,23,3.4908025756172814,7805343,17.0,190508,1,0,,0.0,1.0,165.0,2.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/101_bioref_120_1_cam3.tif,30.59803333333333,30.568666666666665,30.590054052466307,30.577940577163314,19,2.008989458333335,7865238,17.0,190508,0,0,,0.0,0.0,14.0,1.146128035678238,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/106_bioref_0_2_cam3.tif,30.65606944444445,30.55980833333333,30.629184268668666,30.587305916516534,18,18.72603495216053,3835479,58.0,190508,5,1,5.0,,,1650000.0,6.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/101_bioref_120_2_cam3.tif,30.626044444444453,30.601877777777766,30.622029557950768,30.61163979390109,21,2.023476380401233,7863696,17.0,190508,0,0,,0.0,0.0,14.0,1.146128035678238,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/103_bioref_0_2_cam3.tif,29.22526388888889,29.19301388888889,29.215840113347515,29.202104238504337,16,2.574738267746918,7957286,18.0,190508,2,0,,0.0,2.0,1650.0,3.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/104_bioref_0_2_cam3.tif,30.71758333333333,30.68824444444445,30.706879740819936,30.69486674066156,17,3.3381974228395093,7674091,18.0,190508,3,0,,1.0,,16500.0,4.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/103_bioref_120_3_cam3.tif,25.45089444444445,25.422147222222232,25.44154618177194,25.42711178119103,22,1.8565665354938248,8262309,17.0,190508,2,0,,0.0,2.0,1650.0,3.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/106_bioref_240_3_cam3.tif,27.769897222222234,27.664769444444445,27.745990139861693,27.69410060087905,22,25.696022490740727,5002552,42.0,190508,5,1,5.0,,,1650000.0,6.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/103_bioref_0_3_cam3.tif,29.25551111111111,29.232225,29.24939419930031,29.23905339329228,23,2.448091643518516,7952090,17.0,190508,2,0,,0.0,2.0,1650.0,3.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/105_bioref_240_3_cam3.tif,30.75523055555556,30.715002777777766,30.743271069797498,30.72629568946176,20,5.32775532175925,6843053,23.0,190508,4,1,4.0,,,165000.0,5.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/102_bioref_0_1_cam3.tif,30.151163888888888,30.12809444444445,30.143342618559466,30.13327895551461,22,3.896124849537041,7819017,18.0,190508,1,0,,0.0,1.0,165.0,2.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/105_bioref_0_1_cam3.tif,33.22135277777778,33.172180555555556,33.213556797773364,33.18955449852294,19,4.843690302469131,6574275,25.0,190508,4,1,4.0,,,165000.0,5.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/103_bioref_120_2_cam3.tif,25.388997222222233,25.36698611111111,25.38513877366557,25.374030115223324,22,1.7834149429012358,8278188,15.0,190508,2,0,,0.0,2.0,1650.0,3.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/102_bioref_120_1_cam3.tif,29.127619444444445,29.10265833333333,29.12106169592195,29.110603581855827,22,2.131996979166664,7934976,17.0,190508,1,0,,0.0,1.0,165.0,2.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/107_bioref_120_3_cam3.tif,31.739802777777786,31.45011388888889,31.69555774496295,31.570555866148162,19,177.2332740470679,1374232,175.0,190508,6,1,6.0,,,16500000.0,7.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/103_bioref_240_2_cam3.tif,26.621847222222215,26.511580555555554,26.61626422090169,26.521755223542762,32,2.0100493086419795,8184032,16.0,190508,2,0,,0.0,2.0,1650.0,3.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/102_bioref_240_1_cam3.tif,27.429536111111112,27.408144444444453,27.424278701479892,27.413561113334946,27,1.8620744891975285,8108496,16.0,190508,1,0,,0.0,1.0,165.0,2.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/107_bioref_120_2_cam3.tif,31.793436111111113,31.52654166666667,31.69426443002736,31.57918806997265,18,174.02341745756215,1378053,180.0,190508,6,1,6.0,,,16500000.0,7.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/105_bioref_120_1_cam3.tif,29.49221944444445,29.454622222222234,29.48522986482897,29.468790968504358,16,4.7717378850308565,6743432,29.0,190508,4,1,4.0,,,165000.0,5.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/101_bioref_120_3_cam3.tif,30.605527777777766,30.56548888888889,30.597923071707363,30.58404952088523,16,2.0034283425925867,7867006,17.0,190508,0,0,,0.0,0.0,14.0,1.146128035678238,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/101_bioref_0_3_cam3.tif,29.842052777777766,29.82175833333333,29.83687649877329,29.825953871597072,25,2.5402246898148126,7923188,18.0,190508,0,0,,0.0,0.0,14.0,1.146128035678238,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/102_bioref_0_3_cam3.tif,30.41213333333333,30.37113055555556,30.403447093580947,30.38412716567831,21,3.279593496913578,7799870,18.0,190508,1,0,,0.0,1.0,165.0,2.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/104_bioref_240_2_cam3.tif,30.02815,30.001502777777766,30.021827713864266,30.010714508357953,17,2.2181541095679043,7820287,18.0,190508,3,0,,1.0,,16500.0,4.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/107_bioref_240_1_cam3.tif,31.80095,31.50504444444445,31.740621748282557,31.589394640606326,21,229.0264755131176,1911637,138.0,190508,6,1,6.0,,,16500000.0,7.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/103_bioref_120_1_cam3.tif,25.373019444444445,25.351822222222214,25.36596267589873,25.35706750928644,17,1.7912063595678975,8282380,16.0,190508,2,0,,0.0,2.0,1650.0,3.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/103_bioref_0_1_cam3.tif,29.13838611111111,29.112077777777767,29.131719602485166,29.12022484195928,19,2.7155461651234645,7971190,18.0,190508,2,0,,0.0,2.0,1650.0,3.2174839442139063,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/104_bioref_240_1_cam3.tif,29.975725,29.94691388888889,29.970707263347357,29.9578794959119,18,2.20452207484568,7822433,16.0,190508,3,0,,1.0,,16500.0,4.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/107_bioref_240_3_cam3.tif,31.83608611111111,31.58238055555556,31.741442593816434,31.62697592470209,18,224.5311247530867,1956714,159.0,190508,6,1,6.0,,,16500000.0,7.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/104_bioref_120_2_cam3.tif,30.408180555555557,30.38503055555556,30.401223423954647,30.390222224193497,22,2.2838936319444465,7735827,17.0,190508,3,0,,1.0,,16500.0,4.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/101_bioref_240_1_cam3.tif,32.55726111111111,32.53470833333333,32.55093124095592,32.541877092377426,19,2.118167584876546,7713998,17.0,190508,0,0,,0.0,0.0,14.0,1.146128035678238,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/106_bioref_120_1_cam3.tif,26.89638055555556,26.754555555555555,26.893022866514702,26.815044170522338,14,22.741878361111088,3817914,55.0,190508,5,1,5.0,,,1650000.0,6.217483944213908,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190508/cam3(10^1=14) (10^2=165)/104_bioref_120_1_cam3.tif,30.428361111111112,30.389436111111113,30.417419606361708,30.402006226971608,17,2.3028861211419778,7732944,18.0,190508,3,0,,1.0,,16500.0,4.217483944213907,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/106_bioref_240_2_cam3.tif,28.212130555555557,28.13323333333333,28.196698849543285,28.159137909715962,21,27.915807780092663,4579604,44.0,190523,5,1,5.0,,,1865000.0,6.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/106_bioref_120_3_cam3.tif,30.397336111111112,30.27898888888889,30.35099175562285,30.311310096229,20,28.82838583487653,3914714,56.0,190523,5,1,5.0,,,1865000.0,6.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/102_bioref_240_3_cam3.tif,26.85266944444445,26.8338,26.84720908949274,26.83825766976652,20,1.7098741010802498,8173791,16.0,190523,1,0,,0.0,1.0,186.5,2.2706788361447066,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/105_bioref_0_2_cam3.tif,28.852822222222233,28.81346666666667,28.840903218745108,28.821515947921576,21,3.891841722993831,7004207,26.0,190523,4,1,4.0,,,186500.0,5.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/106_bioref_0_3_cam3.tif,26.231869444444445,26.161241666666665,26.206395060674247,26.176298180066514,19,12.434409787808654,4361657,47.0,190523,5,1,5.0,,,1865000.0,6.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/106_bioref_120_2_cam3.tif,30.37628333333333,30.28185555555556,30.35933987908052,30.307105954252812,24,28.83610682484576,3870223,66.0,190523,5,1,5.0,,,1865000.0,6.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/101_bioref_240_3_cam3.tif,27.23064166666667,27.212269444444445,27.226950611412878,27.217505870068607,22,1.7462910632715998,8158237,16.0,190523,0,0,,0.0,0.0,15.0,1.1760912590556811,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/105_bioref_120_2_cam3.tif,27.948611111111113,27.903252777777766,27.93942856850439,27.9205167092734,17,4.408627241512347,7215288,26.0,190523,4,1,4.0,,,186500.0,5.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/104_bioref_0_3_cam3.tif,27.528977777777786,27.500652777777766,27.51968075126398,27.506931748736022,21,2.608322852623452,7973599,17.0,190523,3,0,,1.0,,18650.0,4.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/102_bioref_120_2_cam3.tif,32.22374444444444,32.20405277777777,32.219860274497265,32.21053685513236,18,2.073885568672835,7762095,21.0,190523,1,0,,0.0,1.0,186.5,2.2706788361447066,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/106_bioref_0_1_cam3.tif,26.20813055555556,26.145727777777786,26.19543270765238,26.166313681236506,19,11.283691843364176,4538405,49.0,190523,5,1,5.0,,,1865000.0,6.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/102_bioref_120_3_cam3.tif,32.199311111111115,32.17558888888889,32.19435885760118,32.185290679435845,17,2.0657076149691362,7767061,22.0,190523,1,0,,0.0,1.0,186.5,2.2706788361447066,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/105_bioref_240_1_cam3.tif,28.63783888888889,28.593980555555557,28.623204724753126,28.604151849320946,22,4.85107125694445,6966137,23.0,190523,4,1,4.0,,,186500.0,5.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/107_bioref_240_2_cam3.tif,28.76078888888889,28.52879444444445,28.69417451881265,28.57502140711329,22,184.1766699614193,1800989,136.0,190523,6,1,6.0,,,18650000.0,7.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/107_bioref_120_1_cam3.tif,30.615372222222234,30.321569444444453,30.52763987233191,30.4008324424829,17,193.4843871612657,1578072,171.0,190523,6,1,6.0,,,18650000.0,7.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/105_bioref_0_3_cam3.tif,28.81030833333333,28.775977777777786,28.801819637749468,28.785669251139414,20,3.776804929012359,6966546,24.0,190523,4,1,4.0,,,186500.0,5.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/104_bioref_0_1_cam3.tif,27.416047222222232,27.398294444444453,27.41004243487729,27.401691824381967,20,2.6936545987654275,7982735,16.0,190523,3,0,,1.0,,18650.0,4.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/107_bioref_0_1_cam3.tif,28.04821388888889,27.88613611111111,28.01540213223577,27.939106108504962,25,84.45102756558636,1763402,145.0,190523,6,1,6.0,,,18650000.0,7.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/104_bioref_240_3_cam3.tif,27.800447222222214,27.772011111111112,27.792765667360722,27.780554332639284,17,2.0406850972222235,8005250,16.0,190523,3,0,,1.0,,18650.0,4.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/102_bioref_240_2_cam3.tif,26.794936111111113,26.771497222222226,26.78963108685122,26.77850845018581,22,1.7061759112654342,8181630,16.0,190523,1,0,,0.0,1.0,186.5,2.2706788361447066,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/105_bioref_120_3_cam3.tif,27.98731666666667,27.930155555555555,27.97329101396221,27.9513189860378,15,4.436411941358028,7241233,23.0,190523,4,1,4.0,,,186500.0,5.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/103_bioref_240_3_cam3.tif,29.73951944444445,29.72245,29.735756795685077,29.72707764875937,24,1.9184530601851884,7936183,18.0,190523,2,0,,0.0,2.0,1865.0,3.2706788361447066,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/101_bioref_0_2_cam3.tif,29.04163333333333,29.01386111111111,29.03201094017436,29.02127887464045,23,2.289827317901234,8011144,18.0,190523,0,0,,0.0,0.0,15.0,1.1760912590556811,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/106_bioref_240_1_cam3.tif,28.27346111111111,28.194436111111113,28.242479539455648,28.205582312396192,22,27.974086695987676,4584229,51.0,190523,5,1,5.0,,,1865000.0,6.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/107_bioref_0_2_cam3.tif,28.103727777777767,27.889191666666665,28.01387065625928,27.923359528925904,20,89.93706797839491,1722772,123.0,190523,6,1,6.0,,,18650000.0,7.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/107_bioref_0_3_cam3.tif,28.038627777777766,27.845022222222234,27.99950793790446,27.918079839873307,15,94.10222836111113,1697366,150.0,190523,6,1,6.0,,,18650000.0,7.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/104_bioref_120_3_cam3.tif,27.53401944444445,27.507666666666665,27.52483342163085,27.514124356146922,18,2.1579920586419723,7934459,16.0,190523,3,0,,1.0,,18650.0,4.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/101_bioref_240_2_cam3.tif,27.201213888888887,27.178755555555554,27.19408478445405,27.18463808591631,18,1.7538241566358044,8164826,15.0,190523,0,0,,0.0,0.0,15.0,1.1760912590556811,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/103_bioref_240_1_cam3.tif,29.757175,29.730847222222234,29.750510901664928,29.739888450186914,17,1.9202118387345628,7935199,19.0,190523,2,0,,0.0,2.0,1865.0,3.2706788361447066,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/101_bioref_0_1_cam3.tif,29.02651944444445,28.99444166666667,29.01572885857501,29.003316604387965,17,2.3787488958333327,8018103,18.0,190523,0,0,,0.0,0.0,15.0,1.1760912590556811,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/105_bioref_240_2_cam3.tif,28.654227777777766,28.616961111111113,28.645173546388307,28.62692024990798,19,4.825497672067899,6977984,23.0,190523,4,1,4.0,,,186500.0,5.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/102_bioref_0_2_cam3.tif,26.33473888888889,26.313077777777767,26.329084102545753,26.319406082639432,21,1.994870378086416,8222341,16.0,190523,1,0,,0.0,1.0,186.5,2.2706788361447066,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/101_bioref_120_1_cam3.tif,29.59576388888889,29.569175,29.588349936474604,29.576556452414287,19,1.887343372685192,7972058,17.0,190523,0,0,,0.0,0.0,15.0,1.1760912590556811,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/106_bioref_0_2_cam3.tif,26.152702777777765,26.077738888888888,26.12884027917961,26.098523980079648,18,11.749820723765428,4473398,43.0,190523,5,1,5.0,,,1865000.0,6.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/101_bioref_120_2_cam3.tif,29.600738888888888,29.579777777777768,29.595817100518264,29.58539539948173,21,1.8863298294753068,7969287,19.0,190523,0,0,,0.0,0.0,15.0,1.1760912590556811,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/103_bioref_0_2_cam3.tif,28.783747222222214,28.75291666666667,28.77644912833001,28.76129235315145,23,2.4710810123456763,7993658,18.0,190523,2,0,,0.0,2.0,1865.0,3.2706788361447066,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/104_bioref_0_2_cam3.tif,27.457272222222233,27.42933888888889,27.450002709739433,27.437273493964266,21,2.642762855709877,7984240,17.0,190523,3,0,,1.0,,18650.0,4.2706788361447074,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/103_bioref_120_3_cam3.tif,27.105755555555554,27.080163888888887,27.099253142080666,27.088175191252674,23,1.7817771033950616,8146624,18.0,190523,2,0,,0.0,2.0,1865.0,3.2706788361447066,cam3
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190523/cam3(10^1=15) (10^2=186.5)/106_bioref_240_3_cam3.tif,28.231202777777767,28.11071388888889,28.19169714998361,28.13943516483121,20,27.75487108564816,4556706,43.0,190523,5,1,5.0,,,1865000.0,6.2706788361447074,cam3
